lat,lon,weight
12.841130677966103,77.67908510745762,0.15562247004232216
12.858299128813561,77.58573957915254,0.08734795884720972
12.86688335423729,77.59422553627118,0.08968910715884842
12.86688335423729,77.65362723610168,0.09959616748911775
12.875467579661018,77.59422553627118,0.12678794065513146
12.875467579661018,77.61119745050847,0.11188064769095106
12.875467579661018,77.64514127898305,0.08792155272202418
12.884051805084747,77.59422553627118,0.09638342757789273
12.884051805084747,77.75545872152541,0.1883068071000635
12.892636030508475,77.59422553627118,0.0883404316084655
12.892636030508475,77.6366553218644,0.1082312473346119
12.901220255932204,77.54330979355932,0.11518748628268807
12.901220255932204,77.60271149338983,0.38301343611007976
12.901220255932204,77.62816936474576,0.16842158355503747
12.909804481355934,77.55179575067797,0.11560857396580021
12.909804481355934,77.56876766491526,0.18056574273769432
12.909804481355934,77.58573957915254,0.1801126293544285
12.909804481355934,77.60271149338983,0.14816682983922716
12.909804481355934,77.62816936474576,0.5490469713774107
12.918388706779663,77.56876766491526,0.2019181968004204
12.918388706779663,77.5772536220339,0.14598147779381415
12.918388706779663,77.58573957915254,0.6568977111376527
12.918388706779663,77.59422553627118,0.28619566242706407
12.918388706779663,77.60271149338983,0.08511311654238898
12.918388706779663,77.61119745050847,0.09547650528413526
12.918388706779663,77.61968340762712,0.49268024735039284
12.918388706779663,77.62816936474576,0.09927716666436961
12.918388706779663,77.66211319322034,0.11392353004784164
12.918388706779663,77.67059915033897,0.10841534117927489
12.926972932203391,77.54330979355932,0.09197923144127038
12.926972932203391,77.55179575067797,0.20242365332503176
12.926972932203391,77.5772536220339,0.11591534948309729
12.926972932203391,77.58573957915254,0.08451834475757629
12.926972932203391,77.60271149338983,0.16822842732634097
12.926972932203391,77.61968340762712,0.9902476513987409
12.926972932203391,77.62816936474576,0.1019114035401776
12.926972932203391,77.67908510745762,0.18361058558216412
12.926972932203391,77.68757106457626,0.11147488071421117
12.93555715762712,77.50936596508474,0.08662982694472902
12.93555715762712,77.51785192220339,0.39621985559134887
12.93555715762712,77.60271149338983,0.1210040288819493
12.93555715762712,77.61119745050847,0.1709666568150175
12.93555715762712,77.62816936474576,0.12058018046866346
12.93555715762712,77.68757106457626,0.2202902252114134
12.93555715762712,77.69605702169491,0.13462900816616197
12.93555715762712,77.70454297881355,0.3793863039064319
12.93555715762712,77.74697276440678,0.2312803079486452
12.944141383050848,77.52633787932203,0.37468196092194905
12.944141383050848,77.53482383644068,0.1307160794857982
12.944141383050848,77.56876766491526,0.0988543817348235
12.944141383050848,77.5772536220339,0.13207697957115666
12.944141383050848,77.59422553627118,0.2869491402562982
12.944141383050848,77.60271149338983,0.14175151389419088
12.944141383050848,77.69605702169491,0.15969542687001617
12.944141383050848,77.74697276440678,0.44962544713138985
12.952725608474577,77.5008800079661,0.11568046033218188
12.952725608474577,77.53482383644068,0.26896624826415916
12.952725608474577,77.54330979355932,0.9638754376557146
12.952725608474577,77.55179575067797,0.13887455353724662
12.952725608474577,77.58573957915254,0.1987163719796863
12.952725608474577,77.59422553627118,0.1599637730031866
12.952725608474577,77.61968340762712,0.1162963848675416
12.952725608474577,77.69605702169491,0.14224017445412393
12.952725608474577,77.70454297881355,0.08144972267785519
12.961309833898307,77.5008800079661,0.08766329965677579
12.961309833898307,77.50936596508474,0.1377600689829402
12.961309833898307,77.51785192220339,0.14531465911349517
12.961309833898307,77.53482383644068,0.08361632479986367
12.961309833898307,77.55179575067797,0.3643648467478246
12.961309833898307,77.5602817077966,0.5034975716748439
12.961309833898307,77.56876766491526,0.2774390534303276
12.961309833898307,77.5772536220339,0.18317633638087025
12.961309833898307,77.58573957915254,0.757969283841261
12.961309833898307,77.59422553627118,0.512670147391218
12.961309833898307,77.60271149338983,0.1282454189269758
12.961309833898307,77.62816936474576,0.19220594055011056
12.961309833898307,77.6366553218644,0.21973018845297068
12.961309833898307,77.64514127898305,0.11697902856316976
12.961309833898307,77.65362723610168,0.1635912716087114
12.961309833898307,77.70454297881355,0.09898234801060683
12.961309833898307,77.74697276440678,0.1627055318456193
12.969894059322035,77.50936596508474,0.11729871450129244
12.969894059322035,77.56876766491526,0.3441957332372733
12.969894059322035,77.5772536220339,0.12142647506523686
12.969894059322035,77.58573957915254,0.7679538899298395
12.969894059322035,77.59422553627118,0.41070142953372096
12.969894059322035,77.60271149338983,0.2916782812257243
12.969894059322035,77.61119745050847,0.2759707563800032
12.969894059322035,77.61968340762712,0.28503045722320536
12.969894059322035,77.69605702169491,0.31113393453068416
12.969894059322035,77.70454297881355,0.47042059609526804
12.978478284745764,77.50936596508474,0.08939421537757096
12.978478284745764,77.51785192220339,0.10053438754702944
12.978478284745764,77.54330979355932,0.18280400703010932
12.978478284745764,77.55179575067797,0.14330762894406576
12.978478284745764,77.5602817077966,0.16789546293360938
12.978478284745764,77.56876766491526,0.534656852682631
12.978478284745764,77.5772536220339,0.29556880556757953
12.978478284745764,77.58573957915254,0.8680198841230312
12.978478284745764,77.59422553627118,0.29098534874887155
12.978478284745764,77.60271149338983,0.5271177706052734
12.978478284745764,77.61119745050847,0.24555868621841193
12.978478284745764,77.61968340762712,0.08714581447008302
12.978478284745764,77.62816936474576,0.19718014722777236
12.987062510169492,77.47542213661016,0.12390606734828251
12.987062510169492,77.49239405084745,0.14245954037765246
12.987062510169492,77.5008800079661,0.2446605171210455
12.987062510169492,77.50936596508474,0.5266222138573994
12.987062510169492,77.51785192220339,0.31799414103552454
12.987062510169492,77.52633787932203,0.24831866755849138
12.987062510169492,77.55179575067797,0.22311330952856318
12.987062510169492,77.56876766491526,0.16560325344520646
12.987062510169492,77.5772536220339,0.4108304915696245
12.987062510169492,77.58573957915254,0.36422470800376355
12.987062510169492,77.59422553627118,0.3937787810121494
12.987062510169492,77.60271149338983,0.14475646718092658
12.987062510169492,77.6366553218644,0.08496242242566376
